target,model,family,fold,n,r2,rmse,mae,medae,mape,smape,nrmse,max_error,explained_variance,pearson_r,spearman_rho
log10_total_power_nw,elasticnet,linear,3,3000.0,0.861634361977633,0.14617311542851816,0.11077797233621016,0.09215598851458132,83.5325517994444,38.13025561172705,0.04991502482097143,1.22795585887719,0.8616497918379107,0.9282643541295112,0.9390859430095491
log10_total_power_nw,elasticnet,linear,4,3000.0,0.8650767039081311,0.14014283142421782,0.10633411995840618,0.08768496545895954,93.44185545914566,37.953796702165405,0.046006043289177366,1.2412590994481492,0.8650786190637727,0.9301031233673343,0.9423451433716824
log10_total_power_nw,poly2_ridge,linear,0,3000.0,0.9422696978547322,0.09168924880944658,0.06667430800858644,0.0512426305466403,55.82254114353022,27.146966309889336,0.03723043867976838,0.7289206424775341,0.9424874692863543,0.9708222650039529,0.9741341926815767
log10_total_power_nw,poly2_ridge,linear,1,3000.0,0.9432656983525204,0.09250775036784445,0.06632580818902556,0.04949687971840022,53.35288503536818,27.256807365154796,0.03312045857029413,0.7978396661260074,0.9433398610099011,0.9712595642273706,0.9746622496291386
log10_total_power_nw,poly2_ridge,linear,2,3000.0,0.9370981032924749,0.09915856144376092,0.06839313862078487,0.05080312737740339,67.3601348655854,28.56952874675277,0.032659346734146985,1.4540148779540565,0.9371002555161562,0.9680528015454413,0.9728547356505259
log10_total_power_nw,poly2_ridge,linear,3,3000.0,0.9360850154130681,0.09934699208119623,0.06866282161459969,0.051660320520724445,58.3340235382622,28.228622215477696,0.033924894882922406,1.1348694294876076,0.9361239361012251,0.9675462860525262,0.9731719899079988
log10_total_power_nw,poly2_ridge,linear,4,3000.0,0.9431885596968683,0.09093798281666199,0.06525255751739108,0.04993006065401673,58.1044456785221,26.6096050158734,0.029853091532235462,1.2071388168978894,0.9431908461617126,0.9711811578023668,0.9738152828683647
log10_total_power_nw,knn,neighbour,0,3000.0,0.7913666210862951,0.17430441807928213,0.12756180659606164,0.09726190321046536,108.1923519763419,40.32564495185837,0.07077634546227005,1.0091355916897247,0.7918088121875728,0.9090262268920237,0.9181397651266403
log10_total_power_nw,knn,neighbour,1,3000.0,0.7857510004674411,0.17976894278646258,0.13025048548225196,0.09955410989993088,147.0786213398635,41.6901085641226,0.06436249717574173,1.313753230504554,0.7857699900229966,0.9037935836506122,0.9169760685528964
log10_total_power_nw,knn,neighbour,2,3000.0,0.790537108659872,0.1809472111930883,0.13099540794226788,0.09871327089951672,160.35489659929698,41.99969326583607,0.05959765475504312,1.441168596654986,0.7907138721207547,0.9079117118803525,0.9185249309472144
log10_total_power_nw,knn,neighbour,3,3000.0,0.7931266929695572,0.17873335468628115,0.13096475797795237,0.09897544408797726,147.9034417578631,41.910889570047644,0.061033657313434034,1.325696492445791,0.7931447267590849,0.9102580530847729,0.9202173395797042
log10_total_power_nw,knn,neighbour,4,3000.0,0.792398533814993,0.17383716260986756,0.12736540945035416,0.09706467408807991,127.77143228119539,42.32023844722127,0.057067207412760244,1.19634091174208,0.79313833771506,0.9089672152282773,0.9181352020150223
log10_total_power_nw,svr_rbf,kernel,0,3000.0,0.9293449761566345,0.10143504426526812,0.07423196712711631,0.05575601837740825,49.647428892838136,28.086715202503363,0.04118772096547674,0.6244292250008234,0.9294478024403653,0.9642218841673632,0.9681087257898583
log10_total_power_nw,svr_rbf,kernel,1,3000.0,0.9318339719931537,0.10140030408685101,0.07491935037289532,0.05761080446504947,70.05368674227158,27.51970374382426,0.03630425080244043,0.5701473700671518,0.9318361955308674,0.9653203147259485,0.9686867107429677
