group_1,group_2,n_pairs,statistic,p_value,median_1,median_2,cliffs_delta,effect_magnitude,a12,p_value_holm,significant
elasticnet,xgboost,5,0.0,0.0625,0.6016043463575207,0.8845858120114658,-1.0,large,0.0,1.0,False
extra_trees,gpr,5,0.0,0.0625,0.8331905005315909,0.7380452007868432,1.0,large,1.0,1.0,False
extra_trees,hist_gbr,5,0.0,0.0625,0.8331905005315909,0.9043951623553346,-1.0,large,0.0,1.0,False
extra_trees,knn,5,0.0,0.0625,0.8331905005315909,0.6582236920772705,1.0,large,1.0,1.0,False
extra_trees,lightgbm,5,0.0,0.0625,0.8331905005315909,0.8923102610760806,-1.0,large,0.0,1.0,False
extra_trees,mlp,5,0.0,0.0625,0.8331905005315909,0.9609552098643456,-1.0,large,0.0,1.0,False
extra_trees,mlp_deep,5,0.0,0.0625,0.8331905005315909,0.951549324996298,-1.0,large,0.0,1.0,False
extra_trees,poly2_ridge,5,0.0,0.0625,0.8331905005315909,0.7415368426339787,1.0,large,1.0,1.0,False
extra_trees,random_forest,5,0.0,0.0625,0.8331905005315909,0.8046672448131442,0.76,large,0.88,1.0,False
extra_trees,ridge,5,0.0,0.0625,0.8331905005315909,0.6018425780409802,1.0,large,1.0,1.0,False
extra_trees,svr_rbf,5,0.0,0.0625,0.8331905005315909,0.6833692961665874,1.0,large,1.0,1.0,False
extra_trees,xgboost,5,0.0,0.0625,0.8331905005315909,0.8845858120114658,-1.0,large,0.0,1.0,False
gpr,hist_gbr,5,0.0,0.0625,0.7380452007868432,0.9043951623553346,-1.0,large,0.0,1.0,False
gpr,knn,5,0.0,0.0625,0.7380452007868432,0.6582236920772705,1.0,large,1.0,1.0,False
gpr,lightgbm,5,0.0,0.0625,0.7380452007868432,0.8923102610760806,-1.0,large,0.0,1.0,False
gpr,mlp,5,0.0,0.0625,0.7380452007868432,0.9609552098643456,-1.0,large,0.0,1.0,False
gpr,mlp_deep,5,0.0,0.0625,0.7380452007868432,0.951549324996298,-1.0,large,0.0,1.0,False
gpr,poly2_ridge,5,2.0,0.1875,0.7380452007868432,0.7415368426339787,-0.44,medium,0.28,1.0,False
gpr,random_forest,5,0.0,0.0625,0.7380452007868432,0.8046672448131442,-1.0,large,0.0,1.0,False
gpr,ridge,5,0.0,0.0625,0.7380452007868432,0.6018425780409802,1.0,large,1.0,1.0,False
gpr,svr_rbf,5,0.0,0.0625,0.7380452007868432,0.6833692961665874,0.84,large,0.92,1.0,False
gpr,xgboost,5,0.0,0.0625,0.7380452007868432,0.8845858120114658,-1.0,large,0.0,1.0,False
hist_gbr,knn,5,0.0,0.0625,0.9043951623553346,0.6582236920772705,1.0,large,1.0,1.0,False
hist_gbr,lightgbm,5,0.0,0.0625,0.9043951623553346,0.8923102610760806,0.6,large,0.8,1.0,False
hist_gbr,mlp,5,0.0,0.0625,0.9043951623553346,0.9609552098643456,-1.0,large,0.0,1.0,False
hist_gbr,mlp_deep,5,0.0,0.0625,0.9043951623553346,0.951549324996298,-1.0,large,0.0,1.0,False
hist_gbr,poly2_ridge,5,0.0,0.0625,0.9043951623553346,0.7415368426339787,1.0,large,1.0,1.0,False
hist_gbr,random_forest,5,0.0,0.0625,0.9043951623553346,0.8046672448131442,1.0,large,1.0,1.0,False
hist_gbr,ridge,5,0.0,0.0625,0.9043951623553346,0.6018425780409802,1.0,large,1.0,1.0,False
hist_gbr,svr_rbf,5,0.0,0.0625,0.9043951623553346,0.6833692961665874,1.0,large,1.0,1.0,False
hist_gbr,xgboost,5,0.0,0.0625,0.9043951623553346,0.8845858120114658,0.68,large,0.84,1.0,False
knn,lightgbm,5,0.0,0.0625,0.6582236920772705,0.8923102610760806,-1.0,large,0.0,1.0,False
knn,mlp,5,0.0,0.0625,0.6582236920772705,0.9609552098643456,-1.0,large,0.0,1.0,False
knn,mlp_deep,5,0.0,0.0625,0.6582236920772705,0.951549324996298,-1.0,large,0.0,1.0,False
knn,poly2_ridge,5,0.0,0.0625,0.6582236920772705,0.7415368426339787,-1.0,large,0.0,1.0,False
knn,random_forest,5,0.0,0.0625,0.6582236920772705,0.8046672448131442,-1.0,large,0.0,1.0,False
knn,ridge,5,0.0,0.0625,0.6582236920772705,0.6018425780409802,0.68,large,0.84,1.0,False
knn,svr_rbf,5,0.0,0.0625,0.6582236920772705,0.6833692961665874,-0.84,large,0.08,1.0,False
knn,xgboost,5,0.0,0.0625,0.6582236920772705,0.8845858120114658,-1.0,large,0.0,1.0,False
lightgbm,mlp,5,0.0,0.0625,0.8923102610760806,0.9609552098643456,-1.0,large,0.0,1.0,False
lightgbm,mlp_deep,5,0.0,0.0625,0.8923102610760806,0.951549324996298,-1.0,large,0.0,1.0,False
lightgbm,poly2_ridge,5,0.0,0.0625,0.8923102610760806,0.7415368426339787,1.0,large,1.0,1.0,False
lightgbm,random_forest,5,0.0,0.0625,0.8923102610760806,0.8046672448131442,1.0,large,1.0,1.0,False
lightgbm,ridge,5,0.0,0.0625,0.8923102610760806,0.6018425780409802,1.0,large,1.0,1.0,False
lightgbm,svr_rbf,5,0.0,0.0625,0.8923102610760806,0.6833692961665874,1.0,large,1.0,1.0,False
lightgbm,xgboost,5,0.0,0.0625,0.8923102610760806,0.8845858120114658,0.28,small,0.64,1.0,False
mlp,mlp_deep,5,1.0,0.125,0.9609552098643456,0.951549324996298,0.6,large,0.8,1.0,False
mlp,poly2_ridge,5,0.0,0.0625,0.9609552098643456,0.7415368426339787,1.0,large,1.0,1.0,False
mlp,random_forest,5,0.0,0.0625,0.9609552098643456,0.8046672448131442,1.0,large,1.0,1.0,False
mlp,ridge,5,0.0,0.0625,0.9609552098643456,0.6018425780409802,1.0,large,1.0,1.0,False
mlp,svr_rbf,5,0.0,0.0625,0.9609552098643456,0.6833692961665874,1.0,large,1.0,1.0,False
mlp,xgboost,5,0.0,0.0625,0.9609552098643456,0.8845858120114658,1.0,large,1.0,1.0,False
mlp_deep,poly2_ridge,5,0.0,0.0625,0.951549324996298,0.7415368426339787,1.0,large,1.0,1.0,False
mlp_deep,random_forest,5,0.0,0.0625,0.951549324996298,0.8046672448131442,1.0,large,1.0,1.0,False
mlp_deep,ridge,5,0.0,0.0625,0.951549324996298,0.6018425780409802,1.0,large,1.0,1.0,False
mlp_deep,svr_rbf,5,0.0,0.0625,0.951549324996298,0.6833692961665874,1.0,large,1.0,1.0,False
mlp_deep,xgboost,5,0.0,0.0625,0.951549324996298,0.8845858120114658,1.0,large,1.0,1.0,False
poly2_ridge,random_forest,5,0.0,0.0625,0.7415368426339787,0.8046672448131442,-1.0,large,0.0,1.0,False
poly2_ridge,ridge,5,0.0,0.0625,0.7415368426339787,0.6018425780409802,1.0,large,1.0,1.0,False
poly2_ridge,svr_rbf,5,0.0,0.0625,0.7415368426339787,0.6833692961665874,0.84,large,0.92,1.0,False
poly2_ridge,xgboost,5,0.0,0.0625,0.7415368426339787,0.8845858120114658,-1.0,large,0.0,1.0,False
random_forest,ridge,5,0.0,0.0625,0.8046672448131442,0.6018425780409802,1.0,large,1.0,1.0,False
random_forest,svr_rbf,5,0.0,0.0625,0.8046672448131442,0.6833692961665874,1.0,large,1.0,1.0,False
random_forest,xgboost,5,0.0,0.0625,0.8046672448131442,0.8845858120114658,-1.0,large,0.0,1.0,False
ridge,svr_rbf,5,0.0,0.0625,0.6018425780409802,0.6833692961665874,-1.0,large,0.0,1.0,False
ridge,xgboost,5,0.0,0.0625,0.6018425780409802,0.8845858120114658,-1.0,large,0.0,1.0,False
svr_rbf,xgboost,5,0.0,0.0625,0.6833692961665874,0.8845858120114658,-1.0,large,0.0,1.0,False
